"得意先","部門","製造倉庫","受注日","製造指示日","製造指示番号","品番","ｻｲｽﾞ(厚さ)","ｻｲｽﾞ(縦)","ｻｲｽﾞ(横)","ｻｲｽﾞ(高さ)","品名","色","数量","規格","製造期限","配送便","出荷日","出庫日","進捗","担当者","生地日","調達"
"","九州工場","九州工場","","2026/07/17","26-R0001836-001-771","BE2020SC2","1.60","200.0","200.0","200.0","国土 PB 平 焼付","2.5Y9/1","12","***沖縄ｱｰｽ 2.5Y9/1","2026/08/04","イトカツ","","2026/08/04","塗装","山口","2026/07/30","製造"
"","九州工場","九州工場","","2026/07/17","26-R0001837-001-771","SE1010SC2","1.50","100.0","100.0","100.0","SUS PB 平 焼付","2.5Y9/1","10","***沖縄ｱｰｽ 2.5Y9/1 ﾊﾟｯｷﾝ付","2026/08/04","イトカツ","","2026/08/04","塗装","柴﨑","2026/07/30","製造"
"","九州工場","九州工場","","2026/07/17","26-R0001838-001-771","SE2020XC2","1.50","200.0","200.0","200.0","SUS PB 水切 焼付","2.5Y9/1","12","***沖縄ｱｰｽ 2.5Y9/1","2026/08/04","自社便","","2026/08/05","塗装","ナム","2026/07/30","製造"
"","九州工場","九州工場","","2026/07/17","26-R0001839-001-771","BE3010SC2","1.60","300.0","300.0","100.0","国土 PB 平 焼付","2.5Y9/1","8","***沖縄ｱｰｽ 2.5Y9/1","2026/08/05","イトカツ","","2026/08/05","塗装","山口","2026/07/31","製造"
"","九州工場","九州工場","","2026/07/17","26-R0001840-001-771","SE4020SC2","1.50","400.0","400.0","200.0","SUS PB 平 焼付","2.5Y9/1","4","***沖縄ｱｰｽ 2.5Y9/1 ﾊﾟｯｷﾝ付","2026/08/05","イトカツ","","2026/08/05","塗装","山口","2026/07/31","製造"
"","九州工場","九州工場","","2026/07/21","26-R0001849-001-771","SE4030WN","1.50","400.0","400.0","300.0","SUS PB 被せ","","6","***北ｱｰｽ","2026/08/03","自社便","","2026/08/04","組立","白濵","2026/07/31","製造"
"","九州工場","九州工場","","2026/07/21","26-R0001850-001-771","SE5040WN","1.50","500.0","500.0","400.0","SUS PB 被せ","","4","***北ｱｰｽ","2026/08/03","自社便","","2026/08/04","組立","白濵","2026/07/31","製造"
"","九州工場","九州工場","","2026/07/21","26-R0001858-001-771","SE4040XN","1.50","400.0","400.0","400.0","SUS PB 水切","","6","***北ｱｰｽ","2026/08/03","自社便","","2026/08/04","組立","白濵","2026/07/31","製造"
"","九州工場","九州工場","","2026/07/21","26-R0001859-001-771","SE5030XN","1.50","500.0","500.0","300.0","SUS PB 水切","","6","***北ｱｰｽ","2026/08/03","自社便","","2026/08/04","組立","白濵","2026/07/31","製造"
"","九州工場","九州工場","","2026/07/21","26-R0001866-001-771","SE2020XNN","1.50","200.0","200.0","200.0","SUS PB 水切","","10","***北ｱｰｽ生地(焼付用)","2026/08/04","","","","仕上","三澄","2026/08/03","製造"
"","九州工場","九州工場","","2026/07/21","26-R0001869-001-771","SE3020XNN","1.50","300.0","300.0","200.0","SUS PB 水切","","10","***北ｱｰｽ生地(焼付用)","2026/08/05","","","","曲げ","志田","2026/08/04","製造"
"","九州工場","九州工専用","","2026/07/22","26-R0001905-001-7715","IBGC1800C","2.30","1,800.0","800.0","350.0","鉄 防球ガード 焼付","2.5Y9/1","24","***北天吊形空調機用","2026/08/03","","","","未着手","","2026/07/28","製造"
"","九州工場","九州工場","","2026/07/23","26-R0001906-001-771","SP2015WN","1.50","200.0","200.0","150.0","SUS PB 被せ","","1","防水試験用　奈良工場送り","2026/08/28","","","","曲げ","ラム","2026/08/27","製造"
"","九州工場","九州工場","","2026/07/23","26-R0001907-001-771","SP2015XN","1.50","200.0","200.0","150.0","SUS PB 水切","","1","防水試験用　奈良工場送り","2026/08/28","","","","未着手","","2026/08/27","製造"
"","九州工場","九州工場","","2026/07/23","26-R0001908-001-771","BP2015XG","1.60","200.0","200.0","150.0","国土 PB 水切","","1","ｱｰｽ無 さび止め 防水試験用　奈良工場送り","2026/08/28","","","","未着手","","2026/08/26","製造"
"","九州工場","九州工場","","2026/07/27","26-R0001942-001-771","SP4020WN","1.50","400.0","400.0","200.0","SUS PB 被せ","","6","***北","2026/08/04","自社便","","2026/08/05","溶接","ロン","2026/08/03","製造"
"","九州工場","九州工場","","2026/07/27","26-R0001943-001-771","SP5030WN","1.50","500.0","500.0","300.0","SUS PB 被せ","","6","***北","2026/08/04","自社便","","2026/08/05","溶接","テイン","2026/08/03","製造"
"","九州工場","九州工場","","2026/07/27","26-R0001944-001-771","SP4020WN","1.50","400.0","400.0","200.0","SUS PB 被せ","","6","***北","2026/08/05","自社便","","2026/08/06","溶接","ロン","2026/08/04","製造"
"","九州工場","九州工場","","2026/07/27","26-R0001945-001-771","SP5030WN","1.50","500.0","500.0","300.0","SUS PB 被せ","","6","***北","2026/08/05","自社便","","2026/08/06","溶接","テイン","2026/08/04","製造"
"","九州工場","九州工場","","2026/07/27","26-R0001946-001-771","SP4030WN","1.50","400.0","400.0","300.0","SUS PB 被せ","","6","***北","2026/08/06","自社便","","2026/08/07","曲げ","ラム","2026/08/05","製造"
"","九州工場","九州工場","","2026/07/27","26-R0001947-001-771","SP4030WN","1.50","400.0","400.0","300.0","SUS PB 被せ","","6","***北","2026/08/07","自社便","","2026/08/17","切断","井上(隆)","2026/08/06","製造"
"","九州工場","九州工場","","2026/07/27","26-R0001948-001-771","SE4030WN","1.50","400.0","400.0","300.0","SUS PB 被せ","","6","***北ｱｰｽ","2026/08/17","自社便","","2026/08/18","切断","井上(隆)","2026/08/07","製造"
"","九州工場","九州工場","","2026/07/27","26-R0001949-001-771","SE5040WN","1.50","500.0","500.0","400.0","SUS PB 被せ","","4","***北ｱｰｽ","2026/08/17","自社便","","2026/08/18","切断","井上(隆)","2026/08/07","製造"
"","九州工場","九州工場","","2026/07/27","26-R0001950-001-771","SE4030WN","1.50","400.0","400.0","300.0","SUS PB 被せ","","6","***北ｱｰｽ","2026/08/18","自社便","","2026/08/19","未着手","","2026/08/17","製造"
"","九州工場","九州工場","","2026/07/27","26-R0001951-001-771","SE5040WN","1.50","500.0","500.0","400.0","SUS PB 被せ","","4","***北ｱｰｽ","2026/08/18","自社便","","2026/08/19","未着手","","2026/08/17","製造"
"","九州工場","九州工場","","2026/07/27","26-R0001952-001-771","SE4040XN","1.50","400.0","400.0","400.0","SUS PB 水切","","6","***北ｱｰｽ","2026/08/04","自社便","","2026/08/05","溶接","テイン","2026/08/03","製造"
"","九州工場","九州工場","","2026/07/27","26-R0001953-001-771","SE5030XN","1.50","500.0","500.0","300.0","SUS PB 水切","","6","***北ｱｰｽ","2026/08/04","自社便","","2026/08/05","溶接","テイン","2026/08/03","製造"
"","九州工場","九州工場","","2026/07/27","26-R0001954-001-771","SE4030XN","1.50","400.0","400.0","300.0","SUS PB 水切","","8","***北ｱｰｽ","2026/08/05","自社便","","2026/08/06","溶接","ロン","2026/08/04","製造"
"","九州工場","九州工場","","2026/07/27","26-R0001955-001-771","SE5040XN","1.50","500.0","500.0","400.0","SUS PB 水切","","6","***北ｱｰｽ","2026/08/05","自社便","","2026/08/06","溶接","テイン","2026/08/04","製造"
"","九州工場","九州工場","","2026/07/27","26-R0001956-001-771","SE4030XN","1.50","400.0","400.0","300.0","SUS PB 水切","","8","***北ｱｰｽ","2026/08/06","自社便","","2026/08/07","曲げ","ラム","2026/08/05","製造"
"","九州工場","九州工場","","2026/07/27","26-R0001957-001-771","SE5040XN","1.50","500.0","500.0","400.0","SUS PB 水切","","6","***北ｱｰｽ","2026/08/06","自社便","","2026/08/07","曲げ","ラム","2026/08/05","製造"
"","九州工場","九州工場","","2026/07/27","26-R0001958-001-771","SE4020XN","1.50","400.0","400.0","200.0","SUS PB 水切","","8","***北ｱｰｽ","2026/08/07","自社便","","2026/08/17","切断","井上(隆)","2026/08/06","製造"
"","九州工場","九州工場","","2026/07/27","26-R0001959-001-771","SE4020XN","1.50","400.0","400.0","200.0","SUS PB 水切","","8","***北ｱｰｽ","2026/08/17","自社便","","2026/08/18","切断","井上(隆)","2026/08/07","製造"
"","九州工場","九州工場","","2026/07/28","26-R0001970-001-771","BE2020SC2","1.60","200.0","200.0","200.0","国土 PB 平 焼付","2.5Y9/1","12","***沖縄ｱｰｽ 2.5Y9/1","2026/08/07","イトカツ","","2026/08/07","仕上","山口","2026/08/04","製造"
"","九州工場","九州工場","","2026/07/28","26-R0001971-001-771","BE4030SC2","1.60","400.0","400.0","300.0","国土 PB 平 焼付","2.5Y9/1","4","***沖縄ｱｰｽ 2.5Y9/1","2026/08/17","イトカツ","","2026/08/17","仕上","山口","2026/08/05","製造"
"","九州工場","九州工場","","2026/07/28","26-R0001972-001-771","SE1515XC2","1.50","150.0","150.0","150.0","SUS PB 水切 焼付","2.5Y9/1","12","***沖縄ｱｰｽ 2.5Y9/1","2026/08/17","イトカツ","","2026/08/17","仕上","三澄","2026/08/05","製造"
"","九州工場","九州工場","","2026/07/28","26-R0001973-001-771","SE3030XC2","1.50","300.0","300.0","300.0","SUS PB 水切 焼付","2.5Y9/1","6","***沖縄ｱｰｽ 2.5Y9/1","2026/08/17","イトカツ","","2026/08/17","未着手","","2026/08/05","製造"
"","九州工場","九州工場","","2026/07/28","26-R0001977-001-771","SE5040XC2","1.50","500.0","500.0","400.0","SUS PB 水切 焼付","2.5Y9/1","2","***沖縄ｱｰｽ 2.5Y9/1","2026/08/06","イトカツ","","2026/08/06","仕上","三澄","2026/08/03","製造"
"","九州工場","九州工場","","2026/07/28","26-R0001978-001-771","SE5050XC2","1.50","500.0","500.0","500.0","SUS PB 水切 焼付","2.5Y9/1","2","***沖縄ｱｰｽ 2.5Y9/1","2026/08/06","イトカツ","","2026/08/06","仕上","三澄","2026/08/03","製造"
"","九州工場","九州工場","","2026/07/28","26-R0001979-001-771","SE4040SC2","1.50","400.0","400.0","400.0","SUS PB 平 焼付","2.5Y9/1","3","***沖縄ｱｰｽ 2.5Y9/1 ﾊﾟｯｷﾝ付","2026/08/06","イトカツ","","2026/08/06","仕上","三澄","2026/08/03","製造"
"","九州工場","九州工場","","2026/07/28","26-R0001980-001-771","SE5050SC2","1.50","500.0","500.0","500.0","SUS PB 平 焼付","2.5Y9/1","1","***沖縄ｱｰｽ 2.5Y9/1 ﾊﾟｯｷﾝ付","2026/08/07","イトカツ","","2026/08/07","溶接","ロン","2026/08/04","製造"
"","九州工場","九州工場","","2026/07/28","26-R0001981-001-771","BE5030SC2","1.60","500.0","500.0","300.0","国土 PB 平 焼付","2.5Y9/1","2","***沖縄ｱｰｽ 2.5Y9/1","2026/08/07","イトカツ","","2026/08/07","仕上","三澄","2026/08/04","製造"
"","九州工場","九州工場","","2026/07/30","26-R0002004-001-771","BE3020SNN","1.60","300.0","300.0","200.0","国土 PB 平","","10","***北ｱｰｽ 生地(焼付用)","2026/08/06","","","","溶接","マイン","2026/08/05","製造"
"","九州工場","九州工場","","2026/07/30","26-R0002008-001-771","SE6030XC2","1.50","600.0","600.0","300.0","SUS PB 水切 焼付","2.5Y9/1","3","***沖縄ｱｰｽ 2.5Y9/1","2026/08/07","イトカツ","","2026/08/07","溶接","ロン","2026/08/04","製造"
"","九州工場","九州工場","","2026/07/30","26-R0002009-001-771","SE4040XC2","1.50","400.0","400.0","400.0","SUS PB 水切 焼付","2.5Y9/1","2","***沖縄ｱｰｽ 2.5Y9/1","2026/08/18","イトカツ","","2026/08/18","切断","井上(隆)","2026/08/06","製造"
"","九州工場","九州工場","","2026/07/30","26-R0002010-001-771","SE5050XC2","1.50","500.0","500.0","500.0","SUS PB 水切 焼付","2.5Y9/1","2","***沖縄ｱｰｽ 2.5Y9/1","2026/08/18","イトカツ","","2026/08/18","切断","井上(隆)","2026/08/06","製造"
"","九州工場","九州工場","","2026/07/30","26-R0002011-001-771","SE6020XC2","1.50","600.0","600.0","200.0","SUS PB 水切 焼付","2.5Y9/1","1","***沖縄ｱｰｽ 2.5Y9/1","2026/08/18","イトカツ","","2026/08/18","切断","井上(隆)","2026/08/06","製造"
"","九州工場","九州工場","","2026/07/30","26-R0002012-001-771","SE4020XC2","1.50","400.0","400.0","200.0","SUS PB 水切 焼付","2.5Y9/1","4","***沖縄ｱｰｽ 2.5Y9/1","2026/08/19","イトカツ","","2026/08/19","未着手","","2026/08/07","製造"
"","九州工場","九州工場","","2026/07/30","26-R0002013-001-771","SE2525XC2","1.50","250.0","250.0","250.0","SUS PB 水切 焼付","2.5Y9/1","4","***沖縄ｱｰｽ 2.5Y9/1","2026/08/19","イトカツ","","2026/08/19","未着手","","2026/08/07","製造"
"","九州工場","九州工場","","2026/07/30","26-R0002014-001-771","BE2515SC2","1.60","250.0","250.0","150.0","国土 PB 平 焼付","2.5Y9/1","8","***沖縄ｱｰｽ 2.5Y9/1","2026/08/19","イトカツ","","2026/08/19","溶接","マイン","2026/08/07","製造"
"","九州工場","九州工場","","2026/07/30","26-R0002015-001-771","SE4020XC2","1.50","400.0","400.0","200.0","SUS PB 水切 焼付","2.5Y9/1","4","***沖縄ｱｰｽ 2.5Y9/1","2026/08/21","イトカツ","","2026/08/21","未着手","","2026/08/18","製造"
"","九州工場","九州工場","","2026/07/30","26-R0002016-001-771","BE2010SNN","1.60","200.0","200.0","100.0","国土 PB 平","","10","***北ｱｰｽ 生地(焼付用)","2026/08/18","","","","曲げ","志田","2026/08/17","製造"
"","九州工場","九州工場","","2026/07/30","26-R0002017-001-771","BE2015SNN","1.60","200.0","200.0","150.0","国土 PB 平","","10","***北ｱｰｽ 生地(焼付用)","2026/08/19","","","","切断","林(浩)","2026/08/18","製造"
"","九州工場","九州工場","","2026/07/30","26-R0002018-001-771","BE3020SNN","1.60","300.0","300.0","200.0","国土 PB 平","","10","***北ｱｰｽ 生地(焼付用)","2026/08/20","","","","未着手","","2026/08/19","製造"
"","九州工場","九州工場","","2026/07/30","26-R0002019-001-771","BE1510SNN","1.60","150.0","150.0","100.0","国土 PB 平","","10","***北ｱｰｽ 生地(焼付用)","2026/08/21","","","","未着手","","2026/08/20","製造"
"","九州工場","九州工場","","2026/07/30","26-R0002020-001-771","BE2020SNN","1.60","200.0","200.0","200.0","国土 PB 平","","10","***北ｱｰｽ 生地(焼付用)","2026/08/24","","","","未着手","","2026/08/21","製造"
"","九州工場","九州工場","","2026/07/30","26-R0002021-001-771","ZE2020X2","2.30","200.0","200.0","200.0","ZN PB 水切","","10","***沖縄ｱｰｽ","2026/08/18","イトカツ","","2026/08/18","溶接","マイン","2026/08/04","製造"
"","九州工場","九州工場","","2026/08/03","26-R0002037-001-771","SE6060XN","1.50","600.0","600.0","600.0","SUS PB 水切","","4","***北ｱｰｽ","2026/08/07","自社便","","2026/08/17","未着手","","2026/08/06","製造"
"","九州工場","九州工場","","2026/08/03","26-R0002039-001-771","SE5050XN","1.50","500.0","500.0","500.0","SUS PB 水切","","4","***北ｱｰｽ","2026/08/17","自社便","","2026/08/18","未着手","","2026/08/07","製造"
"","九州工場","九州工場","","2026/08/03","26-R0002041-001-771","SP5050WN","1.50","500.0","500.0","500.0","SUS PB 被せ","","4","***北","2026/08/18","自社便","","2026/08/19","未着手","","2026/08/17","製造"
"","九州工場","九州工場","","2026/08/03","26-R0002044-001-771","SE6060XN","1.50","600.0","600.0","600.0","SUS PB 水切","","4","***北ｱｰｽ","2026/08/19","自社便","","2026/08/20","未着手","","2026/08/18","製造"
"","九州工場","九州工場","","2026/08/03","26-R0002047-001-771","SE5050XN","1.50","500.0","500.0","500.0","SUS PB 水切","","4","***北ｱｰｽ","2026/08/20","自社便","","2026/08/21","未着手","","2026/08/19","製造"
"","九州工場","九州工場","","2026/08/03","26-R0002050-001-771","SP5050WN","1.50","500.0","500.0","500.0","SUS PB 被せ","","4","***北","2026/08/21","自社便","","2026/08/24","未着手","","2026/08/20","製造"
"","九州工場","九州工場","","2026/08/03","26-R0002051-001-771","SE6060XN","1.50","600.0","600.0","600.0","SUS PB 水切","","4","***北ｱｰｽ","2026/08/24","自社便","","2026/08/25","未着手","","2026/08/21","製造"
"","九州工場","九州工場","","2026/08/03","26-R0002052-001-771","SE4040XN","1.50","400.0","400.0","400.0","SUS PB 水切","","6","***北ｱｰｽ","2026/08/18","自社便","","2026/08/19","未着手","","2026/08/17","製造"
"","九州工場","九州工場","","2026/08/03","26-R0002053-001-771","SE5030XN","1.50","500.0","500.0","300.0","SUS PB 水切","","6","***北ｱｰｽ","2026/08/18","自社便","","2026/08/19","未着手","","2026/08/17","製造"
"","九州工場","九州工場","","2026/08/03","26-R0002054-001-771","SE4040XN","1.50","400.0","400.0","400.0","SUS PB 水切","","6","***北ｱｰｽ","2026/08/19","自社便","","2026/08/20","未着手","","2026/08/18","製造"
"","九州工場","九州工場","","2026/08/03","26-R0002055-001-771","SE5030XN","1.50","500.0","500.0","300.0","SUS PB 水切","","6","***北ｱｰｽ","2026/08/19","自社便","","2026/08/20","未着手","","2026/08/18","製造"
"","九州工場","九州工場","","2026/08/03","26-R0002056-001-771","SE4030XN","1.50","400.0","400.0","300.0","SUS PB 水切","","8","***北ｱｰｽ","2026/08/20","自社便","","2026/08/21","未着手","","2026/08/19","製造"
"","九州工場","九州工場","","2026/08/03","26-R0002057-001-771","SE5040XN","1.50","500.0","500.0","400.0","SUS PB 水切","","6","***北ｱｰｽ","2026/08/20","自社便","","2026/08/21","未着手","","2026/08/19","製造"
"","九州工場","九州工場","","2026/08/03","26-R0002058-001-771","SE4030XN","1.50","400.0","400.0","300.0","SUS PB 水切","","8","***北ｱｰｽ","2026/08/21","自社便","","2026/08/24","未着手","","2026/08/20","製造"
"","九州工場","九州工場","","2026/08/03","26-R0002059-001-771","SE5040XN","1.50","500.0","500.0","400.0","SUS PB 水切","","6","***北ｱｰｽ","2026/08/21","自社便","","2026/08/24","未着手","","2026/08/20","製造"
